chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
0, 75, 54694, 0, 0, -2, 2, 2, 4, 0.0, 3.6, 4, Pierre-Emerick, 4.3, 11, True, Suspended until 02 Feb, 2020-01-08T14:00:18.333339Z, 108, 54694.jpg, 5.8, Aubameyang, 16.2, False, None, s, 1, 3, 127, 1718491, 4414, 2434180, 194164, 0.4, 11.8, Aubameyang, 1943, 14, 3, 4, 31, 0, 0, 0, 3, 1, 0, 24, 484, 606.0, 304.1, 854.0, 176.3, 
100, 100, 59966, 0, 0, -2, 2, 1, 4, 2.0, 2.0, 4, Alexandre, 1.5, 12, False, , 2019-09-01T18:30:14.246208Z, 93, 59966.jpg, 3.7, Lacazette, 1.9, False, None, a, 1, 3, 56, 225807, 14129, 352125, 2650, 0.2, 6.0, Lacazette, 1024, 5, 3, 1, 16, 0, 0, 0, 5, 0, 0, 6, 183, 279.6, 233.4, 591.0, 110.6, 
100, 100, 205533, 0, 0, -2, 2, 0, 4, 0.5, 0.5, 0, Edward, 0.0, 13, False, , 2019-08-08T15:30:15.638344Z, 43, 205533.jpg, 0.0, Nketiah, 0.6, False, None, a, 1, 3, 0, 49365, 629, 118435, 609, 0.0, 0.0, Nketiah, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 80201, 0, 0, 0, 0, 1, 1, 4.3, 4.3, 2, Bernd, 3.8, 14, False, , None, 50, 80201.jpg, 3.5, Leno, 5.3, False, None, a, 1, 3, 77, 393715, 4291, 435066, 4806, 0.8, 15.4, Leno, 1980, 0, 0, 4, 31, 0, 1, 0, 2, 0, 83, 5, 428, 620.0, 0.0, 0.0, 61.8, 
100, 100, 37605, 0, 0, -3, 3, 0, 3, 2.3, 2.3, 2, Mesut, 1.8, 15, False, , 2019-12-20T10:30:11.550604Z, 72, 37605.jpg, 2.7, Özil, 1.2, False, None, a, 1, 3, 32, 97975, 2784, 140164, 4612, 0.2, 4.4, Özil, 974, 0, 2, 2, 16, 0, 0, 0, 0, 0, 0, 1, 151, 124.8, 414.9, 125.0, 66.5, 
0, 0, 57249, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Henrikh, 0.0, 16, False, Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-09-02T23:30:14.832021Z, 68, 57249.jpg, 1.3, Mkhitaryan, 0.8, False, None, n, 1, 3, 4, 22854, 8, 115519, 98, 0.0, 0.6, Mkhitaryan, 110, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5.4, 33.9, 46.0, 8.6, 
100, 100, 84450, 0, 0, -4, 4, 0, 3, 2.2, 2.2, 2, Granit, 1.7, 18, False, , 2019-12-29T14:30:26.292159Z, 51, 84450.jpg, 2.2, Xhaka, 0.6, False, None, a, 1, 3, 35, 35803, 811, 101987, 342, 0.3, 6.9, Xhaka, 1364, 0, 1, 4, 20, 0, 0, 0, 4, 0, 0, 0, 202, 239.0, 195.1, 76.0, 51.2, 
75, 100, 198849, 0, 0, -3, 3, 0, 3, 1.7, 2.3, 1, Lucas, 1.8, 19, False, Muscle injury - 75% chance of playing, 2020-01-11T15:00:20.592287Z, 47, 198849.jpg, 1.8, Torreira, 1.3, False, None, d, 1, 3, 35, 79936, 742, 145122, 2827, 0.4, 7.4, Torreira, 1118, 1, 0, 3, 17, 0, 0, 0, 3, 0, 0, 0, 189, 213.0, 149.3, 183.0, 54.7, 
0, 0, 153256, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Mohamed, 0.0, 20, False, Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul, 2019-08-31T11:30:14.714406Z, 43, 153256.jpg, 0.0, Elneny, 0.7, False, None, n, 1, 3, 0, 121683, 196, 109945, 992, 0.0, 0.0, Elneny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 242166, 0, 0, -1, 1, 0, 3, 1.3, 1.3, 1, Matteo, 0.8, 21, False, , None, 44, 242166.jpg, 2.1, Guendouzi, 6.1, False, None, a, 1, 3, 40, 841804, 2388, 830098, 8041, 0.2, 9.1, Guendouzi, 1455, 0, 2, 2, 26, 0, 0, 0, 5, 0, 0, 2, 240, 307.0, 226.1, 138.0, 67.2, 
100, 100, 41270, 0, 0, -3, 3, 2, 2, 3.7, 3.7, 2, David, 3.2, 106, False, , 2019-11-28T23:00:21.861570Z, 57, 41270.jpg, 2.8, Luiz Moreira Marinho, 4.9, False, None, a, 1, 3, 54, 174580, 2689, 482491, 2670, 0.6, 9.5, David Luiz, 1710, 2, 0, 3, 27, 0, 0, 0, 4, 0, 0, 6, 303, 457.2, 75.4, 150.0, 68.4, 
None, None, 98980, 0, 0, -2, 2, 0, 1, 0.5, 0.5, 0, Emiliano, 0.0, 427, False, , None, 43, 98980.jpg, 0.0, Martínez, 0.2, False, None, a, 1, 3, 0, 5083, 56, 12889, 90, 0.0, 0.0, Martínez, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 101184, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Calum, 2.2, 467, False, Knee injury - Expected back 01 Jul, 2019-12-29T14:30:27.183032Z, 44, 101184.jpg, 3.0, Chambers, 0.8, False, None, i, 1, 3, 42, 140307, 17, 156709, 2512, 0.5, 9.5, Chambers, 1102, 1, 1, 3, 15, 0, 0, 0, 5, 0, 0, 5, 197, 272.0, 113.5, 203.0, 58.7, 
100, 100, 182539, 0, 0, -3, 3, 1, 3, 0.5, 0.5, 0, Daniel, 0.0, 469, False, , 2019-11-06T17:30:16.584319Z, 52, 182539.jpg, 2.5, Ceballos Fernández, 3.1, False, None, a, 1, 3, 27, 996179, 152, 1127161, 1253, 0.0, 5.2, Ceballos, 659, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 3, 130, 150.0, 183.0, 96.0, 42.9, 
100, 100, 195735, 0, 0, -4, 4, 1, 3, 2.8, 2.8, 1, Nicolas, 2.3, 488, False, , 2019-12-11T12:30:12.556688Z, 91, 195735.jpg, 3.1, Pépé, 2.4, False, None, a, 1, 3, 59, 255710, 2936, 457490, 5323, 0.3, 6.5, Pépé, 1169, 3, 3, 2, 21, 0, 0, 0, 3, 0, 0, 5, 203, 303.0, 388.6, 395.0, 108.9, 
100, 100, 200641, 0, 0, -2, 2, 0, 3, 2.5, 2.5, 1, Reiss, 2.0, 489, False, , 2019-10-07T15:00:21.389844Z, 53, 200641.jpg, 1.8, Nelson, 0.1, False, None, a, 1, 3, 18, 10911, 238, 15728, 279, 0.4, 3.4, Nelson, 437, 0, 1, 2, 4, 0, 0, 0, 1, 0, 0, 0, 56, 53.2, 95.0, 129.0, 27.7, 
100, 100, 200089, 0, 0, -2, 2, 0, 3, 1.0, 1.0, 0, Joseph, 0.5, 490, False, , 2019-09-07T11:30:17.190466Z, 48, 200089.jpg, 1.2, Willock, 0.2, False, None, a, 1, 3, 20, 24730, 68, 29771, 155, 0.1, 4.2, Willock, 544, 0, 0, 1, 11, 0, 0, 0, 1, 0, 0, 0, 88, 82.6, 121.0, 129.0, 33.4, 
100, 100, 444145, 0, 0, 0, 0, 0, 4, 1.3, 1.3, 1, Gabriel Teodoro, 0.8, 504, False, , 2019-12-23T12:00:20.317919Z, 45, 444145.jpg, 1.9, Martinelli Silva, 1.5, False, None, a, 1, 3, 21, 223359, 4939, 210047, 2663, 0.2, 4.7, Martinelli, 386, 1, 1, 1, 6, 0, 0, 0, 1, 0, 0, 1, 69, 72.0, 20.5, 130.0, 22.2, 
0, 0, 192895, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Kieran, 0.0, 515, False, Shoulder injury - Expected back 21 Mar, 2019-12-09T22:00:21.790216Z, 53, 192895.jpg, 1.0, Tierney, 0.4, False, None, i, 1, 3, 5, 71861, 11, 107169, 402, 0.0, 0.9, Tierney, 296, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 51, 56.0, 75.1, 31.0, 16.3, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, 1.7, 1.7, 0, Bukayo, 1.2, 541, False, , 2019-11-22T10:00:21.980433Z, 45, 223340.jpg, 1.7, Saka, 0.5, False, None, a, 1, 3, 20, 132440, 806, 101388, 1811, 0.3, 4.4, Saka, 695, 0, 1, 2, 7, 0, 0, 0, 3, 0, 0, 0, 82, 121.6, 123.9, 123.0, 36.9, 
0, None, 209289, 0, 0, -1, 1, 0, 3, 0.0, 1.2, 0, Emile, 0.7, 576, False, Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul, 2020-01-10T20:00:21.634861Z, 44, 209289.jpg, 2.0, Smith Rowe, 0.0, False, None, n, 1, 3, 4, 842, 14, 547, 94, 0.2, 0.9, Smith Rowe, 96, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9.8, 6.3, 0.0, 1.6, 
None, None, 232233, 0, 0, 0, 0, 0, 4, 0.5, 0.5, 0, Tyreece, 0.0, 585, False, , None, 45, 232233.jpg, 0.0, John-Jules, 0.0, False, None, a, 1, 3, 0, 235, 28, 109, 34, 0.0, 0.0, John-Jules, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 37339, 0, 0, -3, 3, 0, 2, 0.5, -0.5, -1, Ahmed, 1.0, 22, False, , None, 42, 37339.jpg, 1.7, El Mohamady, 1.0, False, None, a, 2, 7, 19, 68377, 644, 138248, 1264, 0.2, 4.5, El Mohamady, 701, 0, 1, 1, 24, 0, 0, 0, 0, 0, 0, 5, 154, 170.2, 218.9, 46.0, 43.6, 
100, 100, 43252, 0, 0, -2, 2, 0, 2, -0.5, -1.5, 0, James, 0.0, 23, False, , 2019-08-08T17:00:13.859858Z, 43, 43252.jpg, 0.0, Chester, 0.1, False, None, a, 2, 7, 0, 1692, 46, 7237, 54, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, -2, 2, 0, 2, -0.5, -1.5, -1, Neil, 0.0, 24, False, , None, 43, 47390.jpg, 1.7, Taylor, 0.2, False, None, a, 2, 7, 17, 19388, 95, 24912, 179, 0.0, 4.0, Taylor, 793, 0, 0, 2, 19, 0, 0, 0, 2, 0, 0, 0, 113, 115.8, 31.6, 27.0, 17.5, 
100, 100, 123354, 0, 0, -1, 1, 0, 2, 1.0, 0.0, -1, Kortney, 1.5, 25, False, , 2019-08-15T13:00:13.496241Z, 44, 123354.jpg, 1.5, Hause, 0.1, False, None, a, 2, 7, 9, 1494, 66, 4301, 68, 0.3, 2.0, Hause, 540, 0, 0, 1, 15, 0, 0, 0, 1, 0, 0, 0, 72, 154.6, 6.5, 27.0, 18.9, 
75, 50, 54764, 0, 0, -1, 1, 0, 4, 0.0, -0.5, 0, Jonathan, 0.5, 26, False, Illness - 75% chance of playing, 2020-01-08T20:30:20.825750Z, 54, 54764.jpg, 0.8, Kodjia, 0.1, False, None, d, 2, 7, 5, 4154, 19, 26975, 129, 0.1, 0.9, Kodjia, 111, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 14, 3.4, 12.2, 24.0, 3.8, 
100, 100, 98770, 0, 0, -2, 2, 0, 1, -0.3, -1.3, 0, Ørjan, 0.2, 27, False, , 2019-07-30T15:00:08.973693Z, 43, 98770.jpg, 1.0, Nyland, 0.3, False, None, a, 2, 7, 3, 15581, 1566, 11872, 508, 0.0, 0.7, Nyland, 177, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 34, 57.0, 0.0, 0.0, 5.8, 
100, 100, 85242, 0, 0, -3, 3, 2, 3, 1.8, 0.8, 2, Conor, 2.3, 28, False, , 2019-12-15T13:00:22.404997Z, 57, 85242.jpg, 3.3, Hourihane, 0.2, False, None, a, 2, 7, 50, 17049, 96, 25043, 372, 0.4, 8.8, Hourihane, 839, 3, 2, 2, 23, 0, 0, 0, 2, 0, 0, 6, 198, 239.8, 237.7, 178.0, 65.4, 
100, 100, 114283, 1, -1, 5, -5, 2, 3, 4.3, 3.3, 1, Jack, 4.8, 29, False, , 2019-10-26T18:30:22.524063Z, 65, 114283.jpg, 4.8, Grealish, 19.0, False, None, a, 2, 7, 95, 1692631, 63847, 742004, 31458, 0.7, 14.6, Grealish, 1793, 6, 6, 4, 39, 0, 0, 1, 6, 0, 0, 11, 386, 577.0, 686.6, 465.0, 172.6, 
100, 100, 193488, 0, 0, 0, 0, 0, 3, 1.7, 0.7, 6, Anwar, 2.2, 30, False, , 2019-12-01T18:30:17.584307Z, 55, 193488.jpg, 3.5, El Ghazi, 1.0, False, None, a, 2, 7, 67, 235445, 1896, 207029, 2071, 0.4, 12.2, El Ghazi, 1313, 4, 4, 4, 31, 0, 0, 0, 3, 0, 0, 0, 209, 326.0, 326.7, 502.0, 115.4, 
0, 0, 122806, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, John, 0.5, 31, False, Ankle injury - Unknown return date, 2019-12-21T17:00:13.681907Z, 55, 122806.jpg, 3.4, McGinn, 3.3, False, None, i, 2, 7, 61, 1282730, 28, 1287475, 8538, 0.1, 11.1, McGinn, 1537, 3, 2, 3, 30, 0, 0, 0, 2, 0, 0, 4, 253, 386.4, 375.3, 375.0, 113.5, 
0, 0, 174597, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 49, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 341, 5, 1370, 8, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.0, False, None, u, 2, 7, 0, 668, 4, 7562, 18, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 221239, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Keinan, 0.0, 34, False, Hamstring injury - Expected back 01 Feb, 2019-10-30T23:30:12.401435Z, 43, 221239.jpg, 1.0, Davis, 0.2, False, None, i, 2, 7, 6, 18744, 122, 30128, 280, 0.0, 1.4, Davis, 74, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 14.4, 23.3, 46.0, 8.2, 
100, 100, 40564, 0, 0, -1, 1, 0, 3, 0.5, -0.5, 1, Henri, 1.0, 35, False, , 2019-11-08T18:00:15.526636Z, 44, 40564.jpg, 1.2, Lansbury, 0.4, False, None, a, 2, 7, 11, 68496, 25, 60304, 423, 0.2, 2.5, Lansbury, 189, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 34, 13.4, 27.2, 13.0, 5.5, 
100, 100, 89274, 0, 0, -2, 2, 0, 3, -0.2, -1.2, 0, José Ignacio, 0.3, 36, False, , 2019-10-17T13:00:14.384046Z, 58, 89274.jpg, 1.9, Peleteiro Romallo, 0.1, False, None, a, 2, 7, 15, 12708, 72, 25650, 105, 0.1, 2.6, Jota, 310, 0, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 41, 42.6, 56.1, 51.0, 14.9, 
0, 0, 21205, -1, 1, -1, 1, 1, 1, 0.0, 0.0, 0, Tom, 2.8, 94, False, Knee injury - Unknown return date, 2020-01-01T15:00:18.235936Z, 44, 21205.jpg, 3.0, Heaton, 3.9, False, None, i, 2, 7, 59, 292755, 232, 442698, 18962, 0.6, 13.4, Heaton, 1794, 0, 0, 4, 35, 1, 0, 0, 0, 0, 67, 3, 346, 507.4, 0.3, 0.0, 50.7, 
100, 100, 61603, 0, 0, -1, 1, 0, 3, -0.2, -1.2, 2, Daniel, 0.3, 120, False, , 2020-01-02T04:30:20.207210Z, 44, 61603.jpg, 1.5, Drinkwater, 0.6, False, None, a, 2, 7, 3, 20863, 557, 132290, 301, 0.1, 0.7, Drinkwater, 136, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 13, 6.2, 2.4, 0.0, 0.8, 
75, 75, 169359, 0, 0, -1, 1, 1, 2, 0.8, 0.0, 0, Matt, 1.5, 309, False, Hamstring injury - 75% chance of playing, 2019-12-28T17:00:19.505846Z, 44, 169359.jpg, 3.5, Targett, 1.0, False, None, d, 2, 7, 49, 138246, 107, 149478, 4149, 0.3, 11.1, Targett, 1148, 1, 2, 3, 22, 0, 0, 0, 3, 0, 0, 9, 265, 324.0, 279.2, 30.0, 63.4, 
0, 0, 213345, 0, 0, -4, 4, 1, 4, 0.0, 0.0, 0, Wesley, 2.2, 428, False, Knee injury - Unknown return date, 2020-01-01T15:00:18.798443Z, 56, 213345.jpg, 3.2, Moraes, 1.1, False, None, i, 2, 7, 67, 402820, 43, 418595, 3840, 0.4, 12.0, Wesley, 1782, 5, 1, 6, 31, 0, 0, 1, 3, 0, 0, 7, 180, 296.2, 169.8, 632.0, 108.3, 
0, 0, 79852, 0, 0, -1, 1, 0, 1, 0.0, 0.0, 0, Jed, 0.0, 429, False, Achilles injury - Unknown return date, 2019-11-10T16:00:17.790777Z, 44, 79852.jpg, 1.0, Steer, 0.1, False, None, i, 2, 7, 1, 1150, 5, 6264, 53, 0.0, 0.2, Steer, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
100, 100, 149484, 0, 0, 0, 0, 0, 2, -0.3, -1.3, -1, Tyrone, 0.2, 445, False, , 2019-12-08T16:00:13.818311Z, 45, 149484.jpg, 2.4, Mings, 2.8, False, None, a, 2, 7, 44, 473424, 1750, 435652, 2972, 0.0, 9.8, Mings, 1552, 1, 1, 3, 32, 0, 0, 0, 3, 0, 0, 3, 298, 436.2, 60.9, 52.0, 55.0, 
100, 100, 199798, 0, 0, -2, 2, 0, 2, 0.8, -0.2, -1, Ezri, 1.3, 452, False, , 2019-08-05T15:00:10.970602Z, 43, 199798.jpg, 2.1, Konsa Ngoyo, 0.1, False, None, a, 2, 7, 21, 4783, 99, 5542, 133, 0.3, 4.9, Konsa, 825, 0, 1, 2, 21, 0, 0, 0, 0, 0, 0, 0, 150, 197.4, 44.2, 65.0, 30.8, 
100, 100, 108156, 0, 0, 0, 0, 1, 2, -0.2, -1.2, 0, Bjorn, 0.3, 455, False, , 2020-01-02T12:30:17.002224Z, 45, 108156.jpg, 2.4, Engels, 0.5, False, None, a, 2, 7, 34, 95676, 57, 82873, 691, 0.1, 7.6, Engels, 1221, 0, 0, 3, 25, 0, 0, 0, 1, 0, 0, 4, 212, 265.0, 5.7, 31.0, 30.4, 
100, 100, 203368, 0, 0, -1, 1, 1, 2, 0.2, -0.8, 0, Frédéric, 0.7, 458, False, , 2019-12-01T19:30:19.368861Z, 44, 203368.jpg, 2.5, Guilbert, 0.7, False, None, a, 2, 7, 43, 96221, 287, 89892, 1237, 0.2, 9.8, Guilbert, 1358, 0, 2, 4, 23, 0, 0, 0, 5, 0, 0, 2, 240, 326.2, 151.6, 40.0, 51.9, 
100, 100, 148508, 0, 0, -3, 3, 0, 3, 1.5, 0.5, 4, Mahmoud Ahmed, 2.0, 465, False, , 2019-08-31T16:30:09.941826Z, 52, 148508.jpg, 2.6, Ibrahim Hassan, 1.2, False, None, a, 2, 7, 50, 140205, 684, 266692, 1757, 0.4, 9.6, Trézéguet, 1081, 3, 2, 3, 19, 0, 0, 0, 2, 1, 0, 2, 145, 261.4, 211.7, 533.0, 100.3, 
None, None, 230046, 0, 0, -1, 1, 0, 3, 2.2, 1.2, 2, Douglas Luiz, 2.7, 470, False, , None, 44, 230046.jpg, 2.7, Soares de Paulo, 3.6, False, None, a, 2, 7, 54, 619999, 5977, 449530, 6328, 0.6, 12.3, Douglas Luiz, 1295, 2, 1, 5, 29, 0, 0, 0, 2, 0, 0, 4, 221, 258.0, 138.7, 264.0, 66.2, 
None, None, 88175, 0, 0, -2, 2, 0, 1, -0.5, -1.5, 0, Lovre, 0.0, 474, False, , None, 43, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 1653, 29, 4437, 46, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 0.8, -0.2, 1, Marvelous, 1.3, 491, False, , None, 44, 184704.jpg, 1.7, Nakamba, 0.8, False, None, a, 2, 7, 26, 124121, 92, 92565, 1110, 0.3, 5.9, Nakamba, 1172, 0, 0, 1, 25, 0, 0, 0, 2, 0, 0, 0, 191, 217.2, 137.6, 21.0, 37.8, 
None, None, 223349, 0, 0, 0, 0, 0, 3, 0.7, -0.3, 0, Indiana, 0.0, 600, False, , None, 45, 223349.jpg, 0.0, Vassilev, 0.0, False, None, a, 2, 7, 0, 14, 14, 6, 6, 0.0, 0.0, Vassilev, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 56917, 0, 0, 0, 0, 2, 2, 1.0, 0.5, 1, Steve, 0.5, 58, False, , 2019-12-03T21:30:11.928847Z, 50, 56917.jpg, 2.6, Cook, 0.3, False, None, a, 3, 91, 46, 39259, 309, 42857, 455, 0.1, 9.2, Steve Cook, 1620, 1, 0, 3, 30, 0, 0, 0, 3, 0, 0, 5, 288, 434.0, 37.8, 110.0, 58.4, 
100, 25, 126184, 0, 0, -2, 2, 0, 2, 0.7, 0.1, 1, Nathan, 0.2, 59, False, , 2019-12-07T17:00:19.171927Z, 48, 126184.jpg, 3.0, Aké, 6.4, False, None, a, 3, 91, 51, 506848, 1929, 1257579, 4845, 0.0, 10.6, Aké, 1474, 1, 1, 3, 24, 0, 0, 0, 1, 0, 0, 5, 307, 370.4, 67.1, 169.0, 60.6, 
